Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2000-01-01,0.7778924107551575,0.9109775563850332,0.6485559309756184,0.7863277347921367,12555177600
2000-02-01,0.859431266784668,0.8992631083402506,0.7272824551095132,0.779766782826217,7319782400
2000-03-01,1.0182901620864868,1.1274759926073028,0.8547447131587863,0.8889536099037176,8698356800
2000-04-01,0.9301906824111938,1.0459374978291431,0.786327480717869,1.0159458782813642,8662404800
2000-05-01,0.6298119425773621,0.9465921968620421,0.6129422443953795,0.9362825892719684,9807750400
2000-06-01,0.7853904962539673,0.8641170292136024,0.6026325609046194,0.6129421671962133,8105204800
2000-07-01,0.7619595527648926,0.9091029127653102,0.7029151609541694,0.7816416173369961,5746770400
2000-08-01,0.9137897491455078,0.9222241705443345,0.6635520635091764,0.7544624227516343,5636086400
2000-09-01,0.3861342668533325,0.9615875021883049,0.38051131869452337,0.9194127882439497,14516930400
2000-10-01,0.29334959387779236,0.40113056880371295,0.26242162419368736,0.40019340234547046,21905788800
2000-11-01,0.24742621183395386,0.34489671983524056,0.24180238773946508,0.291475233560307,8488373600
2000-12-01,0.22305841743946075,0.2624216675758362,0.20431437192137025,0.25492353382310284,8858970400
2001-01-01,0.32427844405174255,0.3373995274713264,0.21649830187330207,0.22305841813292515,13709460800
2001-02-01,0.27366846799850464,0.3289642814272994,0.26991982622652316,0.3102202216669785,7023766400
2001-03-01,0.33095091581344604,0.3561433575985924,0.25773571347604257,0.26710732424383077,10799062400
2001-04-01,0.38223615288734436,0.40667873315185804,0.28116561587393407,0.33125077075222736,11158991200
2001-05-01,0.2991607189178467,0.40038075395914263,0.28941375477666653,0.3810363088584087,7468434400
2001-06-01,0.3486463129520416,0.37638741663246633,0.29016363070016815,0.3018596566103252,7638265600
2001-07-01,0.28176602721214294,0.3781868376275068,0.2676699926720617,0.35449417762478497,8655102400
2001-08-01,0.27816691994667053,0.2984107356727938,0.2591222477822872,0.285064616949958,5129359200
2001-09-01,0.23258036375045776,0.28611438781242726,0.22013441860062472,0.2774170844303372,5531523200
2001-10-01,0.26332104206085205,0.2912133045530375,0.22238325124048738,0.2322805484604065,7544247200
2001-11-01,0.3194045126438141,0.32315315379616444,0.25867300725284537,0.2646713286208825,5369744800
2001-12-01,0.328401654958725,0.36034238112592043,0.30126010750643706,0.3158054250403231,4629839200
2002-01-01,0.37068960070610046,0.3708390838334846,0.30365914403620237,0.3306512220023807,8515376800
2002-02-01,0.3254028856754303,0.3895841011216155,0.314006651378458,0.3649912023437566,7837424000
2002-03-01,0.3549443483352661,0.37938693133037804,0.3272023999162894,0.328851644664897,5318583200
2002-04-01,0.36394134163856506,0.392432351648862,0.3448966730464665,0.35059520039264314,6422836000
2002-05-01,0.3493953347206116,0.3895840572020699,0.33200078006422584,0.36424126775692844,5976157600
2002-06-01,0.2657209634780884,0.35164493171114686,0.2396282867763357,0.35074558034734477,8708016800
2002-07-01,0.22883164882659912,0.28176607149265315,0.20693853879192112,0.26557066387872263,8118415200
2002-08-01,0.22118404507637024,0.24367756388261477,0.20948717203980372,0.22658192999792853,5151686400
2002-09-01,0.21743541955947876,0.2277819649142395,0.21068718076434567,0.2172850855248169,5291837600
2002-10-01,0.24097774922847748,0.2465259679723003,0.20033977606677647,0.21878484922671387,6611432800
2002-11-01,0.23243075609207153,0.2606219726174823,0.2250829596729685,0.23902865938444134,4531721600
2002-12-01,0.2148858904838562,0.2414278396047051,0.20663787884402438,0.23842909275092808,4530439200
2003-01-01,0.21533602476119995,0.23063123025939508,0.20333938374974173,0.21533602476119995,6045832800
2003-02-01,0.2250830978155136,0.22943132439636518,0.20693862113066072,0.21608517561934656,4114303200
2003-03-01,0.21203668415546417,0.22733189143742125,0.21053689738570444,0.22508303715655356,4028404800
2003-04-01,0.21323667466640472,0.22418280542966917,0.19074316453220092,0.21293605661918666,7775342400
2003-05-01,0.2691698670387268,0.2850646593383523,0.20993732173494567,0.21368596294105666,10811544800
2003-06-01,0.2858146131038666,0.29526178556716975,0.24937535128187435,0.2714187787227327,6113335200
2003-07-01,0.31610599160194397,0.3234538162155086,0.2775673895346958,0.28296530097688805,5218270400
2003-08-01,0.3390487730503082,0.3426479310597816,0.29121328677277414,0.3149059793017244,4307564800
2003-09-01,0.3107071816921234,0.34969590092130465,0.30215936438083035,0.3397986060647562,5347484800
2003-10-01,0.34324756264686584,0.3750379521326673,0.30275989500344896,0.31055697059798393,7040191200
2003-11-01,0.3135565221309662,0.3493953429558164,0.29766090307910903,0.3423481613785036,4974104800
2003-12-01,0.3204541802406311,0.3284015633169268,0.2886637970352231,0.31550554474305614,5453873600
2004-01-01,0.3382987976074219,0.37248833781181373,0.3176048578552832,0.3231530766814405,7927802400
2004-02-01,0.35869309306144714,0.36139204908942,0.3254028904590444,0.336799149950031,4922030400
2004-03-01,0.4054787755012512,0.4219739765679244,0.35389467720232326,0.3613919589373107,11626115200
2004-04-01,0.3865843117237091,0.44356712824741207,0.38223608792799424,0.40322981644678424,8930174400
2004-05-01,0.42077383399009705,0.4315713540524877,0.38238555739721025,0.3898836878402173,5304275200
2004-06-01,0.4879539906978607,0.5126971707762153,0.4140266452067443,0.41672560089753413,8227234400
2004-07-01,0.4849551320075989,0.5042995964356799,0.4309710224436824,0.4813559744738843,9696579200
2004-08-01,0.5171957612037659,0.5275423092136753,0.4453669568725783,0.46756069076482376,8011365600
2004-09-01,0.5810762047767639,0.5888741546877349,0.5126971125034783,0.5143464073897793,7673506400
2004-10-01,0.7857652306556702,0.797761874494827,0.5645811422629524,0.5866245667601022,16094366400
2004-11-01,1.0054492950439453,1.0432379690601379,0.780367096203609,0.7872647927982248,17439604000
2004-12-01,0.9657111167907715,1.0189453106986666,0.9237237161021613,1.0165461736676884,15948615200
2005-01-01,1.1531554460525513,1.1680013531199516,0.9387195714857388,0.9714101583418178,25708244800
2005-02-01,1.3453985452651978,1.3627930501201115,1.1483571588403534,1.1554052162802568,21448946400
2005-03-01,1.249726414680481,1.3528954513518743,1.164552313830889,1.3492971449076092,14675920000
2005-04-01,1.0814770460128784,1.3331019752621223,1.01969577895885,1.2623228881542385,19375518400
2005-05-01,1.1924439668655396,1.2278335108178189,0.9930035486757786,1.0859755177867059,12858294400
2005-06-01,1.1039705276489258,1.222434765691906,1.0652815938166433,1.196342959927277,11327195600
2005-07-01,1.2791179418563843,1.331002741453354,1.0883748154863528,1.1045701518624542,10094246400
2005-08-01,1.4062801599502563,1.4494667487675066,1.260223340607334,1.2767185915921972,9400806800
2005-09-01,1.6078201532363892,1.6363110980650288,1.3822869279303371,1.4095788040850203,12347770400
2005-10-01,1.727184534072876,1.7388805082295862,1.4356714177805907,1.6243151999352285,18643447200
2005-11-01,2.0339930057525635,2.1314635411352136,1.705590516983681,1.7166878592875516,13456427600
2005-12-01,2.1560566425323486,2.2631245369808455,2.0636840980447233,2.067882941072277,13064164400
2006-01-01,2.2646238803863525,2.591226012219951,2.1254648557719054,2.1707517674911476,21878371200
2006-02-01,2.0540859699249268,2.2931148330174627,1.8864368177737034,2.2478287258946663,18760697200
2006-03-01,1.8810384273529053,2.099073518760642,1.729583781195717,2.064583226405006,23192632400
2006-04-01,2.111070394515991,2.1608550780789595,1.8309535669509784,1.9095307195205842,20119282400
2006-05-01,1.7925646305084229,2.2133385382090607,1.760173766446987,2.1224658102166467,15608779200
2006-06-01,1.7175865173339844,1.8924340562302273,1.6618037150171379,1.7949635602068883,17936623600
2006-07-01,2.0381922721862793,2.0582857376262567,1.5043516947416942,1.7250857033158011,17479742000
2006-08-01,2.0348916053771973,2.0993726101213577,1.876839025355313,2.0159972198522214,17887646000
2006-09-01,2.3087098598480225,2.332702434065084,2.0339919219288953,2.0537856555097522,17721558400
2006-10-01,2.4316728115081787,2.4772594253046343,2.177348830690703,2.252326729608874,14387956800
2006-11-01,2.748978853225708,2.7939658500181617,2.3330031458430947,2.4322741758061213,13834884000
2006-12-01,2.544440269470215,2.7690731356037768,2.3024127994925863,2.753177517717291,16890792800
2007-01-01,2.571131467819214,2.933122915490289,2.4562655839100676,2.5879264304275895,27209781200
2007-02-01,2.5375425815582275,2.723486514746595,2.485058251865256,2.586127986093877,13722354800
2007-03-01,2.7864675521850586,2.9040325304266865,2.5117495133645273,2.520146997509514,15918644000
2007-04-01,2.9931061267852783,3.07408138834513,2.6871973140476757,2.8233567534708874,13459740000
2007-05-01,3.6346137523651123,3.6640048411100095,2.9556169360720372,2.986807728473119,17365068000
2007-06-01,3.6601076126098633,3.827157989277074,3.4609676780120187,3.6319161797675723,23279541600
2007-07-01,3.9516191482543945,4.466265131074908,3.5779306676229115,3.6304149845441196,24018573600
2007-08-01,4.1531572341918945,4.18824713898157,3.347598820095913,4.008000942933097,24360798000
2007-09-01,4.602725028991699,4.6486115744236445,3.898835552783407,4.196946537748572,20931223600
2007-10-01,5.696798324584961,5.701896517678525,4.586529833595121,4.637514567495859,23277791600
2007-11-01,5.464968204498291,5.778675322020628,4.517551391024758,5.656311054621933,26199790400
2007-12-01,5.940628528594971,6.086984225733418,5.308116702848262,5.454173283413442,17252678800
2008-01-01,4.059587478637695,6.006005622286102,3.783069775009215,5.9763146147946085,35173888400
2008-02-01,3.7494800090789795,4.096475880665465,3.462165671948349,4.085979176666527,24865954400
2008-03-01,4.303714752197266,4.370894625724759,3.538943255586385,3.732085592189744,22927273600
2008-04-01,5.21694278717041,5.398388372657864,4.307014802833981,4.3876901645064335,22786982400
2008-05-01,5.660808086395264,5.765476799109343,5.1584583288995285,5.247231428122108,18588214400
